CUSTID,GENDER,AGE,TV_REG,NGROUP,LCDATE,BILL,REGION,CLASS,ORGYN,AFFL,LTIME,OAC,S_MT,S_FVEG,S_TOIL,S_CONV
13337149,M,40,S & S East,B,03/03/1989,0,South East,Tin,0,13,9,5,11.45,29.35,9.53,6.19
13339915,M,52,Midlands,E,27/11/1985,2361,Midlands,Silver,1,8,13,7,50.64,40.42,10.17,9.44
13341642,F,49,Yorkshire,F,30/05/1997,3500,North,Silver,1,14,1,4,0.08,17.9,22,12.47
13342886,M,71,London,D,07/01/1991,18053,South East,Gold,0,6,8,6,28.05,27.78,20.93,8.39
13343718,M,69,London,C,10/11/1997,10000,South East,Gold,0,10,1,4,23.85,20.9,21.48,5.88
13344064,M,74,East,E,01/01/1900,5500,Midlands,Gold,0,,0,1,14.28,39.27,15.05,3
13345265,F,66,Midlands,C,10/06/1995,7522,Midlands,Gold,0,5,3,5,29.34,40.31,14.93,12.02
13345354,F,50,,A,24/03/1997,3000,,Silver,0,8,1,7,33.79,39.62,20.06,14.07
13348078,F,40,Midlands,F,16/02/1994,0,Midlands,Tin,0,4,5,5,43.22,20.47,12.18,13.51
13350374,U,70,N West,D,10/06/1996,6000,North,Gold,0,11,2,3,8.1,2.95,30.5,6.22
13350714,F,52,Midlands,B,,3000,Midlands,Silver,0,5,,1,38.68,42.79,20.78,14.35
13356402,F,32,C Scotland,D,18/11/1994,0,Scottish,Tin,1,10,4,5,11.4,39,13.25,14.42
13360019,M,62,N East,C,26/01/1994,0,North,Tin,0,5,5,3,21.7,23,18.01,6.03
13360183,M,75,,F,31/01/1983,2000,,Silver,0,6,16,7,35.08,24.47,24.39,4.62
13361368,U,78,S & S East,B,25/03/1993,9532,South East,Gold,0,10,5,2,29.57,8.96,3.2,24.1
13361376,,40,Yorkshire,D,29/09/1993,0,North,Tin,1,5,5,1,22.92,31.9,16.41,9.23
13363794,,74,N West,C,24/04/1996,6000,North,Gold,0,7,2,1,16.66,35.39,18.78,13.1
13369113,U,71,S West,D,07/03/1994,6053,South West,Gold,0,4,4,4,22.9,21.92,17.45,7.25
13373064,F,50,London,F,07/09/1995,3000,South East,Silver,0,4,3,1,10.29,36.86,13.96,10.26
13374222,F,77,C Scotland,F,18/01/1996,6000,Scottish,Gold,0,10,3,2,23.13,38.26,15.9,11.68
13375660,,59,Midlands,B,19/11/1993,3200,Midlands,Silver,0,7,5,6,29.26,24.34,9.43,8.64
13380044,F,53,London,C,01/01/1990,0,South East,Tin,0,10,9,7,17.2,31.07,15.48,13.22
13381954,F,36,London,,01/03/1990,0,South East,Tin,1,15,8,7,31.68,40.44,20.71,15.63
13382330,F,41,East,C,11/06/1996,500,Midlands,Silver,0,5,2,1,22.93,29.63,21.04,12.65
13383450,M,54,N East,C,20/01/1997,1800,North,Silver,0,8,2,3,24.28,37.65,15.77,8.41
13383906,F,71,N East,F,30/04/1982,40920,North,Platinum,0,4,16,3,13.24,21.27,21.12,9.77
13384244,F,62,Midlands,D,07/01/1991,3000,Midlands,Silver,1,9,8,2,31.76,50.53,25.69,9.64
13385631,F,40,London,C,23/09/1996,2987,South East,Silver,0,6,2,7,31.51,21.33,8.19,14.85
13391089,,41,Wales & West,D,10/01/1994,0,Midlands,Tin,0,5,5,6,21.87,17.46,24.16,11.28
13392093,,63,Yorkshire,D,09/05/1991,3000,North,Silver,0,3,7,7,19.03,16.5,19.14,11.81
13393103,F,58,Yorkshire,C,01/01/1990,3920,North,Silver,0,7,9,3,32.26,31.14,13.66,11.53
13393928,M,51,London,C,24/10/1987,1000,South East,Silver,0,8,11,1,34.21,38.4,35.41,7.36
13395467,F,66,East,C,03/08/1995,20439,Midlands,Platinum,0,13,3,2,22.33,16.28,24.18,12.15
13396889,F,46,Midlands,E,21/05/1997,600,Midlands,Silver,0,8,1,7,27.04,28.22,26.03,11.07
13397966,F,59,Yorkshire,F,24/07/1990,610,North,Silver,1,14,8,8,29.06,31.12,21.19,14.59
13399063,F,51,London,D,08/02/1988,0,South East,Tin,0,10,11,3,40.36,30.13,22.07,9.96
13400231,,32,Yorkshire,F,08/03/1993,0,North,Tin,1,15,5,1,28.33,40.04,18.95,15.5
13401750,F,67,S & S East,B,02/04/1996,2000,South East,Silver,0,4,2,4,20.92,34.06,15.7,11.2
13403184,F,68,C Scotland,B,07/02/1991,2500,Scottish,Silver,0,11,8,6,21.95,34.55,30.08,11.81
13404105,M,53,East,E,01/07/1990,0,Midlands,Tin,0,4,8,4,28.79,22.7,15.11,6.04
13408542,F,56,S & S East,C,01/01/1900,6105,South East,Gold,0,6,0,2,7.71,27.98,7.65,16.63
13412582,M,,Midlands,C,14/03/1994,3000,Midlands,Silver,0,9,4,5,23.22,33.83,23.99,4.01
13412701,U,65,Midlands,F,27/11/1985,7500,Midlands,Gold,0,8,13,5,9.67,7.34,17.33,1.8
13413694,M,62,,F,04/03/1994,6053,,Gold,0,9,4,6,27.17,52.5,3,6.29
13415468,F,60,N West,B,01/06/1990,0,North,Tin,0,13,8,5,12.81,11.01,11.63,12.15
13418300,M,35,S West,F,01/01/1990,0,South West,Tin,0,9,9,8,31.67,24.09,21.75,7.45
13418947,M,49,C Scotland,F,06/02/1996,6000,Scottish,Gold,0,6,3,7,7.56,28.09,34.31,5.79
13425137,F,35,Midlands,F,25/01/1994,0,Midlands,Tin,1,12,5,4,16.13,33.88,13.25,9.77
13426516,U,54,East,E,01/02/1990,0,Midlands,Tin,0,3,9,8,27.2,20.56,27.56,14.93
13429078,F,49,London,E,01/07/1991,0,South East,Tin,0,5,7,4,27.89,26.03,16.09,8.71
13431234,,45,Yorkshire,F,09/03/1994,0,North,Tin,0,6,4,8,28.39,37.53,17.78,13.78
13431668,,68,S West,E,21/01/1994,6000,South West,Gold,1,9,5,8,17.65,33.95,28.67,14.69
13435507,M,58,Ulster,,29/11/1994,5000,Midlands,Silver,0,14,4,8,15.89,44.38,25.91,7.43
13436015,F,41,London,F,17/02/1994,0,South East,Tin,0,8,5,3,31.01,28.79,20.37,12.16
13436996,F,59,London,B,24/02/1990,3000,South East,Silver,0,9,9,8,42.09,24.93,5.66,12.59
13437828,F,40,London,A,21/02/1994,1000,South East,Silver,1,8,5,5,28.77,46.48,24.75,14.9
13441345,M,45,East,D,23/02/1994,2000,Midlands,Silver,0,9,5,5,21.71,43,35.42,6.31
13441604,F,69,S & S East,B,02/01/1990,2400,South East,Silver,0,2,9,7,25.2,32.39,17.56,18.45
13441841,F,77,London,D,01/04/1996,12000,South East,Gold,0,7,2,2,35.62,28.29,24,12.53
13443208,,50,N West,B,11/01/1991,12000,North,Gold,1,10,8,4,11.41,14.65,10.84,8.9
13448765,F,64,East,E,12/02/1993,970,Midlands,Silver,0,11,6,6,21.48,25.27,27.06,10.3
13450492,F,70,Yorkshire,E,17/09/1979,35108,North,Platinum,0,12,19,5,35.84,21.74,4.5,12.78
13450646,U,42,Yorkshire,F,23/10/1997,2000,North,Silver,0,12,1,3,35.61,10.57,4.27,5.44
13453904,F,67,S West,B,01/07/1990,0,South West,Tin,0,7,8,1,24.74,23.21,2.88,12.64
13457047,F,72,London,C,25/06/1997,5603,South East,Gold,0,6,1,5,14.13,29.53,26.16,11.97
13458116,F,34,East,E,19/01/1994,0,Midlands,Tin,0,10,5,3,32.76,27.98,19.9,13.46
13463608,F,38,Midlands,D,21/10/1996,6000,Midlands,Gold,0,6,2,8,22.07,23.93,22.27,10.25
13466313,F,60,East,B,28/03/1996,6000,Midlands,Gold,0,10,2,3,13.23,24.02,22.69,11.05
13467441,U,,S & S East,C,19/06/1996,12000,South East,Gold,0,8,2,8,13.82,8.11,13.12,12.52
13472755,F,66,London,D,10/06/1993,5000,South East,Silver,0,9,5,5,19.6,32.47,19.15,10.69
13473778,M,40,London,C,26/11/1993,2075,South East,Silver,0,8,5,2,37.05,47.57,19.95,8.17
13475363,F,66,S West,F,04/03/1994,6053,South West,Gold,0,8,4,2,17.49,29.67,12.83,12.53
13484001,F,45,N Scot,D,03/02/1994,4000,Scottish,Silver,0,5,5,3,29.03,21.02,16.14,10.81
13486144,U,49,London,A,01/03/1990,0,South East,Silver,0,7,8,7,13.52,0.96,12.96,13.06
13494686,M,40,S & S East,C,18/01/1991,18053,South East,Gold,1,14,8,7,12.79,43.58,19.85,7.7
13495933,F,62,,D,24/02/1994,1000,,Silver,0,8,4,4,17.29,29.7,20.62,11.64
13499661,F,,N West,A,16/05/1991,6053,North,Gold,0,5,7,7,32.54,30.34,19.29,9.75
13501461,F,59,London,A,26/08/1993,1000,South East,Silver,0,11,5,5,32.42,31.05,19.41,9.21
13501968,F,32,London,F,27/10/1997,2000,South East,Silver,1,3,1,1,23.95,23.98,24.03,12.53
13502719,F,68,London,A,04/10/1989,8053,South East,Gold,0,5,9,5,22.79,2.73,18.49,14.88
13511262,F,50,Midlands,E,20/02/1990,2000,Midlands,Silver,1,13,9,2,23.96,39.08,20.06,11.29
13515543,U,58,East,F,14/05/1994,420,Midlands,Silver,0,10,4,3,27.39,1.13,12.92,4.39
13518321,F,60,N West,D,14/01/1994,0,North,Tin,0,6,5,4,21.83,23.47,20.85,14.37
13521659,,44,Wales & West,C,30/09/1993,0,Midlands,Tin,0,7,5,5,19.57,30.06,8.2,13.97
13532790,F,45,S & S East,B,13/11/1990,250,South East,Silver,0,9,8,1,24.76,32.72,14.26,13.76
13533525,F,78,Wales & West,D,07/07/1997,100,Midlands,Silver,0,8,1,6,18.53,31,13.74,8.01
13533614,F,34,Midlands,F,29/06/1994,0,Midlands,Tin,1,13,4,6,26.39,27.17,8.86,10.05
13533916,M,72,East,E,23/05/1997,100,Midlands,Silver,0,9,1,2,32.43,24.68,18.94,6.95
13535137,F,49,London,D,22/02/1993,5044,South East,Gold,1,11,6,1,24.24,29.66,20.72,13.9
13535668,F,46,N West,F,01/10/1990,0,North,Tin,1,14,8,8,18.25,31.28,17.49,13.41
13537059,F,56,C Scotland,D,28/05/1996,6000,Scottish,Gold,1,24,2,7,34.59,29.54,21.34,12.98
13539388,M,42,London,C,01/10/1991,0,South East,Tin,0,2,7,5,15.97,33.66,15.5,6.78
13539477,F,36,London,B,30/04/1993,600,South East,Silver,1,10,5,2,29.96,22.25,16.07,14.78
13541943,M,49,C Scotland,F,25/01/1994,0,Scottish,Tin,0,6,5,4,30.2,36.27,17.19,5.42
13542214,F,63,London,B,01/12/1993,4000,South East,Silver,0,8,5,8,29.31,31.73,15.35,12.83
13543261,F,49,S & S East,B,15/05/1990,0,South East,Tin,0,,8,7,38.27,26.11,20.46,12.31
13544993,F,43,East,E,03/01/1992,0,Midlands,Tin,1,10,7,7,27.11,28.73,8.74,9.24
13546082,U,64,Wales & West,D,15/02/1990,0,Midlands,Tin,1,8,9,5,16.09,0.13,25.48,13.11
13555960,U,60,Midlands,D,09/03/1984,6000,Midlands,Gold,0,4,14,7,22.32,3.39,18.9,12.73
13556282,F,47,N West,B,01/02/1990,0,North,Tin,0,7,9,8,20.13,29.02,11.7,13.84
13560182,M,53,London,E,02/12/1995,17113,South East,Gold,0,7,3,2,46.67,51.83,15.57,7.22
13564250,M,76,East,B,10/09/1980,2000,Midlands,Silver,0,10,18,1,20.23,52.33,35.93,7.92
13564641,F,42,London,C,03/04/1992,14161,South East,Gold,1,16,6,6,22.46,36.27,23.2,9.88
13566032,F,42,N East,D,01/01/1990,600,North,Silver,1,12,9,5,22.73,41.42,33.39,11.69
13566350,F,46,S West,D,23/07/1986,600,South West,Silver,0,10,12,2,30.45,37.67,30.74,12.79
13572709,F,51,London,E,05/02/1988,0,South East,Tin,0,,11,2,36.65,17.03,18.47,15.55
13574299,M,77,East,F,08/01/1996,3000,Midlands,Silver,0,14,3,8,27.72,42.99,21.87,6.78
13577182,M,66,Wales & West,C,02/02/1983,6500,Midlands,Gold,0,5,16,1,12.88,41.5,15.94,9.46
13577719,F,50,C Scotland,D,05/05/1994,0,Scottish,Tin,0,11,4,5,19.69,34.69,7.85,13.8
13582577,F,53,Yorkshire,A,28/10/1996,3000,North,Silver,0,7,2,7,20.36,19.87,27.86,9.42
13584502,F,,London,A,14/02/1990,1200,South East,Silver,1,13,9,4,34.45,26.61,10.85,14.33
13585282,F,60,N West,C,21/01/1991,12000,North,Gold,0,6,8,5,36.86,30.45,13.71,11.75
13591452,M,74,Midlands,D,15/03/1985,6108,Midlands,Gold,0,11,13,2,33.14,25.85,11.23,8.32
13593099,,61,Wales & West,F,22/05/1990,0,Midlands,Tin,0,,8,8,11.91,23.93,11.26,10.68
13595555,F,75,Midlands,C,15/03/1978,9000,Midlands,Gold,0,10,20,5,33.61,25.15,26.16,11.86
13596276,,49,S & S East,F,27/03/1991,3000,South East,Silver,0,6,7,4,15.34,35.37,20.03,12.49
13599348,M,,Wales & West,E,24/10/1993,0,Midlands,Tin,1,8,5,7,23.87,39.46,17.7,7.49
13600605,F,73,C Scotland,F,07/06/1993,1000,Scottish,Silver,0,6,5,5,21.75,14.06,10.05,13.44
13604287,F,60,C Scotland,B,20/08/1992,1000,Scottish,Silver,0,7,6,2,30.93,20.14,26.08,12.74
13606166,,35,London,F,24/11/1993,105,South East,Silver,0,8,5,1,31.58,34.3,14.04,11.62
13608088,M,,London,C,10/01/1994,0,South East,Tin,1,6,5,2,26.87,30.69,47.19,9.38
13610228,F,42,Midlands,D,22/02/1994,3400,Midlands,Silver,0,8,5,8,37.83,29.01,13.53,9.92
13611445,F,70,Midlands,E,17/04/1997,4000,Midlands,Silver,0,13,1,1,17.67,27.92,1.68,10.68
13614746,M,65,C Scotland,A,10/05/1968,1000,Scottish,Silver,0,5,30,8,25.32,30.17,41.24,7.29
13615645,F,70,London,B,30/06/1978,3500,South East,Silver,0,9,20,1,28.5,38.4,22.41,13.42
13616765,,59,London,B,30/09/1993,0,South East,Tin,0,5,5,3,18.12,41.56,15.23,12.69
13618806,M,67,Wales & West,B,03/04/1991,3000,Midlands,Silver,0,3,7,3,19.55,43.74,23.86,4.17
13618997,M,,Midlands,D,15/03/1993,5000,Midlands,Silver,0,15,5,6,16.78,22.22,27.53,6.82
13621637,F,66,S West,D,12/02/1991,6000,South West,Gold,0,8,8,1,30.18,34.33,21.47,13.76
13622927,,53,London,D,25/05/1990,5500,South East,Gold,0,6,8,3,21.91,15.11,15.43,13.12
13629972,U,42,S & S East,D,01/04/1990,0,South East,Tin,0,9,8,5,20.72,4.27,24.09,17.65
13630156,M,68,S & S East,C,,5000,South East,Silver,0,6,,6,16.16,36.44,19.32,5.5
13631527,F,63,Midlands,B,18/03/1991,1239,Midlands,Silver,0,6,7,2,23.91,28.35,20.57,9.21
13632116,F,50,N East,B,07/07/1997,100,North,Silver,0,8,1,6,31.97,42.29,18.82,11.71
13633309,F,68,S & S East,C,16/07/1987,469,South East,Silver,0,8,11,7,17.81,27.97,20.43,9.94
13634453,M,58,N West,C,31/05/1996,6000,North,Gold,0,9,2,6,23.11,28.54,16.76,7.68
13638114,F,48,London,B,12/02/1987,6035,South East,Gold,0,5,12,6,24.59,23.05,26.01,14.44
13638874,,36,Midlands,D,08/01/1991,3000,Midlands,Silver,0,8,8,1,26.08,33.28,2.05,11.47
13639072,F,66,N East,B,09/07/1984,20000,North,Gold,0,7,14,2,24.29,26.32,13.77,12.27
13639552,F,51,Border,B,14/04/1997,9000,Scottish,Gold,0,9,1,1,21.61,45.45,4.74,11.93
13639676,F,75,Ulster,,19/07/1996,2000,Midlands,Silver,0,4,2,1,37.31,23.49,11.89,11.9
13641700,F,44,Border,C,18/06/1996,35,Scottish,Silver,0,9,2,4,29.36,22.33,17.03,9.27
13641816,F,30,C Scotland,C,14/03/1989,5901,Scottish,Gold,0,5,9,8,32.45,32.85,32.76,14.43
13642367,F,57,East,E,29/11/1996,10000,Midlands,Gold,1,10,2,2,24.17,28.08,16.87,10.93
13644378,F,56,Midlands,F,30/05/1995,7500,Midlands,Gold,1,19,3,1,20.6,33.1,26.26,10.24
13646516,F,57,Yorkshire,D,08/07/1997,6000,North,Gold,0,,1,1,29.38,30.48,13.82,7.09
13646710,M,61,London,C,26/04/1994,6000,South East,Gold,1,9,4,8,21.27,41.51,20.1,9.37
13648543,F,72,C Scotland,C,27/01/1990,600,Scottish,Silver,1,8,9,3,25.83,30.62,28.15,10.17
13652605,F,,London,B,,40000,South East,Platinum,0,6,,6,29.8,34.48,29.33,10.38
13653261,F,50,,B,30/12/1993,0,,Tin,0,4,5,6,33.2,36.55,15.4,11.33
13657429,U,72,Midlands,D,05/06/1981,1000,Midlands,Silver,0,,17,3,18.48,14.19,8.93,22.01
13659251,F,50,London,B,20/09/1993,0,South East,Tin,1,9,5,6,25.59,29.81,21.13,10.64
13662929,F,57,London,,10/09/1990,3000,South East,Silver,0,5,8,5,18.62,23.22,24.28,10.59
13666487,F,46,N East,F,03/02/1990,9100,North,Gold,1,8,9,5,3.5,16.55,24.2,13.56
13667769,F,62,London,C,19/11/1971,6018,South East,Gold,1,7,27,2,31.25,30.58,20.65,14.7
13670573,U,55,N East,B,18/05/1994,12000,North,Gold,0,4,4,8,18.13,0.63,17.13,17.44
13671766,M,35,London,D,23/02/1994,0,South East,Tin,1,22,5,5,49.72,24.9,10.23,5.8
13674242,F,39,Yorkshire,F,04/11/1996,25,North,Silver,0,5,2,7,20.18,32.01,25.89,10.46
13675222,U,62,Wales & West,F,23/05/1990,0,Midlands,Tin,0,4,8,3,25.89,0.57,23.49,7.56
13675885,M,57,N Scot,E,28/10/1997,2000,Scottish,Silver,0,10,1,3,24.82,42.91,15.67,7.19
13676229,F,59,Wales & West,E,01/08/1977,12000,Midlands,Gold,0,11,21,3,20.36,25.96,15.88,14.32
13677853,F,67,Midlands,D,16/03/1987,12000,Midlands,Gold,1,7,11,4,30.93,12.4,15.9,12.49
13678388,,71,S & S East,B,03/08/1990,0,South East,Tin,0,6,8,2,29.4,20.07,9.5,13.34
13679104,F,,Midlands,D,16/10/1985,50000,Midlands,Platinum,0,12,13,4,13.32,29.04,16.32,10.92
13680994,M,69,C Scotland,C,01/09/1971,4000,Scottish,Silver,0,8,27,8,15.62,31.2,16.89,5.29
13683926,F,67,N West,F,01/10/1991,6000,North,Gold,0,8,7,2,36.05,22.54,19.89,12.18
13686224,M,66,Midlands,B,09/12/1992,0,Midlands,Tin,0,6,6,7,11.04,37.36,11.34,6.48
13686623,,56,London,E,01/04/1990,0,South East,Tin,0,6,8,3,33.59,32.46,20.15,10.77
13687514,F,56,London,E,29/05/1990,0,South East,Tin,0,11,8,8,25.88,32.11,14.8,13.98
13687727,F,43,S & S East,C,01/04/1997,10500,South East,Gold,1,,1,8,24.51,21.85,16.81,10.63
13691902,,65,Midlands,C,01/02/1990,0,Midlands,Tin,0,7,9,3,21.32,28.04,8.23,8.14
13693751,F,79,East,C,16/04/1997,1000,Midlands,Silver,0,8,1,2,28.19,23.1,20.27,9.87
13694502,M,51,Midlands,F,17/11/1987,0,Midlands,Tin,0,11,11,5,26.93,47.08,40.68,5.73
13694936,M,67,Midlands,D,31/10/1983,12053,Midlands,Gold,0,7,15,8,14.62,29.05,15.85,10.33
13696483,,47,N East,B,09/03/1994,4038,North,Silver,0,4,4,6,19.38,43.71,32.26,9.74
13698796,F,38,N Scot,,07/04/1997,3000,Scottish,Silver,1,4,1,3,45.77,23.3,24.39,9.54
13699717,M,42,Yorkshire,D,25/01/1994,0,North,Tin,0,8,5,2,22.6,33.73,21.89,9.78
13701223,F,49,London,A,04/02/1992,12107,South East,Gold,0,5,7,1,35.37,42.91,26.59,11.72
13702084,F,39,London,F,10/11/1994,10000,South East,Gold,0,8,4,1,27.07,30.47,18.74,9.98
13702432,F,58,Wales & West,D,16/05/1997,6000,Midlands,Gold,0,5,1,3,19.22,25.59,27.48,9.62
13707345,M,42,Yorkshire,E,15/01/1991,3000,North,Silver,0,5,8,4,36.07,29.01,24.94,4.44
13710591,F,41,N Scot,E,11/04/1991,0,Scottish,Tin,0,9,7,4,23.6,18.75,4.88,10.82
13710923,F,50,N West,,12/06/1997,4534,North,Silver,0,7,1,7,26.46,28.28,15.03,13.3
13715577,F,60,London,D,08/04/1993,6000,South East,Gold,0,8,5,5,22.49,23.06,24.24,10.62
13718525,F,38,,F,01/05/1990,0,,Tin,1,12,8,1,19.47,31.68,13.41,13.95
13720066,U,59,Midlands,D,17/10/1995,6000,Midlands,Gold,0,4,3,4,10.92,9.19,22.64,8.71
13721437,F,42,N West,C,18/01/1994,0,North,Tin,0,14,5,8,13.87,38.05,23.83,12.33
13721771,M,70,London,C,01/09/1991,0,South East,Tin,0,,7,8,5.6,32.17,17.65,3.32
13724169,F,44,N West,F,01/07/1991,0,North,Tin,1,,7,8,16.74,34.96,12.74,12.2
13725076,F,38,Midlands,B,17/05/1990,0,Midlands,Tin,1,8,8,1,31.47,23.13,23.52,11.76
13725467,F,47,Yorkshire,E,10/08/1994,0,North,Tin,0,7,4,1,20.26,31.46,19.06,15.55
13726781,F,72,S & S East,E,08/01/1992,0,South East,Tin,0,9,7,6,23.55,27.83,26.33,10.87
13730568,M,41,London,C,04/11/1994,0,South East,Tin,1,5,4,4,13.53,27.83,14.26,5.56
13732064,F,68,S & S East,C,24/11/1994,5000,South East,Silver,1,10,4,2,35.83,25.29,21.3,12.33
13732633,M,62,Wales & West,F,25/09/1973,14000,Midlands,Gold,0,10,25,7,3.53,30.16,36.08,7.69
13734024,M,55,N West,A,31/12/1993,5000,North,Silver,0,11,5,8,34.01,23.42,10.32,6
13735683,U,62,S & S East,C,15/10/1979,1149,South East,Silver,0,9,19,3,9.97,18.69,13.46,25.41
13736914,U,41,Border,F,01/10/1990,300,Scottish,Silver,0,9,8,3,28.93,5.72,3.18,9.6
13739409,M,64,N West,D,17/02/1994,8000,North,Gold,0,4,5,4,18.92,50.6,21.53,7.93
13741705,F,55,N Scot,C,05/01/1994,0,Scottish,Tin,0,7,5,5,26.18,19.86,24.44,12.78
13744526,F,73,Midlands,A,23/09/1996,6000,Midlands,Gold,0,4,2,4,37.25,31.43,14.3,12.58
13746391,,64,Yorkshire,E,15/07/1997,3000,North,Silver,0,13,1,3,17.06,32.6,15.6,11.15
13749455,F,68,C Scotland,B,13/01/1992,6053,Scottish,Gold,0,7,7,5,27.91,31.56,10.5,12.31
13750690,F,32,London,D,08/12/1993,0,South East,Tin,1,11,5,2,23.06,30.52,19.65,13.87
13752251,M,79,London,A,22/09/1993,0,South East,Tin,0,7,5,5,31.93,53.08,10.62,5.84
13753479,,70,Yorkshire,D,26/10/1995,5000,North,Silver,0,7,3,1,31.56,36.31,16.92,12.41
13753762,M,48,Yorkshire,F,01/06/1990,3000,North,Silver,0,9,8,1,18.16,30.71,26.47,8.65
13754459,M,55,N West,A,26/05/1987,10250,North,Gold,0,8,11,1,35.83,27.24,33.78,5.86
13757113,M,,London,F,19/10/1993,0,South East,Tin,0,9,5,5,28.03,38.62,19.37,6.38
13758004,F,47,East,C,27/03/1997,6000,Midlands,Gold,1,6,1,2,22.08,29.13,13.71,10.13
13760289,M,58,London,C,31/05/1996,12000,South East,Gold,0,12,2,2,40.41,34.47,13.83,8.78
13762435,F,34,S & S East,A,01/03/1990,0,South East,Tin,1,13,8,4,22.35,32.98,18.21,14.86
13763822,M,55,S & S East,D,04/01/1994,0,South East,Tin,0,10,5,8,27.7,46.72,25.55,7.65
13770802,F,40,N East,F,10/01/1991,50,North,Silver,0,6,8,1,27.53,28.39,8.21,12.15
13778048,F,49,Yorkshire,D,13/04/1993,6000,North,Gold,1,11,5,4,23.1,12.86,17.81,15.14
13781855,F,52,Wales & West,B,01/01/1990,0,Midlands,Tin,1,,9,2,3.14,32.92,31.39,12.28
13783890,F,36,Midlands,F,30/11/1993,0,Midlands,Tin,1,13,5,5,33.81,30.87,17.8,13.56
13787683,,35,East,F,17/11/1994,0,Midlands,Tin,1,4,4,7,36.94,36.74,8.96,11.73
13790242,M,36,London,B,14/02/1990,2000,South East,Silver,0,10,9,3,21.42,41.71,21.91,9.46
13791400,F,79,East,C,29/03/1997,6000,Midlands,Gold,0,10,1,3,19,30.16,13.39,11.71
13792903,M,63,East,C,20/02/1990,1000,Midlands,Silver,1,12,9,6,31,15.27,18.44,4.91
13793454,U,63,London,C,26/11/1997,12500,South East,Gold,0,2,1,6,13.02,9.04,11.7,11.84
13793896,F,32,N West,F,20/02/1991,26,North,Silver,1,10,8,1,25.26,14.52,22.75,11.2
13794884,M,,London,B,27/03/1987,5000,South East,Silver,0,8,11,2,2.7,30.76,37.4,4.72
13796410,F,31,Midlands,F,23/09/1993,0,Midlands,Tin,0,13,5,2,26.08,23.54,26.22,16.14
13797530,M,60,Yorkshire,C,19/03/1990,20938,North,Platinum,0,15,8,1,31.45,40.22,30.03,10.38
13802364,,54,London,D,22/03/1994,6053,South East,Gold,1,10,4,3,24.85,25.35,15.07,15.44
13804944,M,76,Wales & West,E,08/07/1996,6000,Midlands,Gold,0,11,2,4,24.89,28.81,1.56,6.88
13805681,M,66,Wales & West,C,01/07/1990,0,Midlands,Tin,0,6,8,8,35.1,36.97,29.52,3.17
13806890,M,32,London,B,01/02/1994,0,South East,Tin,0,5,5,3,26.46,39.59,20.87,6.75
13809830,M,50,S West,D,01/05/1990,0,South West,Tin,0,5,8,1,44.18,24.84,6.72,7.86
13810448,F,58,Ulster,,25/02/1994,10000,Midlands,Gold,0,,4,4,29.45,25.17,11.58,7.49
13815776,,69,London,A,16/01/1991,4500,South East,Silver,0,7,8,2,20.44,35.88,10.21,10.03
13818740,F,43,London,D,01/04/1987,5700,South East,Gold,1,3,11,7,29.45,28.34,21.28,14.35
13820273,,72,Wales & West,D,16/02/1993,420,Midlands,Silver,0,8,6,5,10.22,24.19,9.78,9.27
13821288,F,42,Wales & West,E,02/06/1997,1000,Midlands,Silver,1,11,1,5,19.98,30.64,1.86,12.77
13822942,U,56,S & S East,B,16/04/1997,2000,South East,Silver,0,9,1,8,28.77,7.12,16.07,9.36
13826417,,62,London,B,10/10/1995,20424,South East,Platinum,0,11,3,4,28.14,34.06,21.27,11.44
13833022,M,,London,E,30/03/1990,2400,South East,Silver,0,7,8,6,20.1,26.86,16.68,6.29
13834029,F,33,Midlands,F,27/05/1997,4100,Midlands,Silver,0,3,1,5,22.38,25.77,27.74,13.09
13834517,F,69,C Scotland,B,26/09/1994,10002,Scottish,Gold,1,14,4,7,32.25,30.97,24.55,12.83
13839500,M,47,London,F,09/06/1997,6000,South East,Gold,0,8,1,8,25.05,19.26,24.56,5.28
13839845,F,50,Wales & West,D,04/11/1997,6000,Midlands,Gold,0,7,1,1,21.56,33.2,16.81,8.46
13840355,F,46,N West,D,10/11/1988,0,North,Tin,1,11,10,4,22.65,29.27,28.24,11.27
13840657,F,46,Midlands,B,13/11/1993,5526,Midlands,Gold,0,10,5,7,31.79,18.41,27.6,10.39
13842463,F,47,London,E,03/05/1990,0,South East,Tin,0,4,8,7,16.05,29.05,3.52,13.42
13842730,F,,N West,A,02/11/1993,6000,North,Gold,0,8,5,2,27.29,19.83,22.77,11.41
13846051,M,56,S & S East,B,27/01/1994,6000,South East,Gold,0,10,5,1,28.01,23.39,29.51,4.55
13846833,F,50,London,D,24/04/1995,6250,South East,Gold,1,4,3,8,16.96,31.52,6.48,13.47
13847899,F,65,Yorkshire,F,09/02/1975,1000,North,Silver,0,6,24,7,28.86,32.56,17.45,12.3
13848348,U,64,C Scotland,D,29/01/1991,6000,Scottish,Gold,0,5,8,2,31.58,19.59,9.98,14.02
13854089,F,51,S West,F,27/05/1993,6000,South West,Gold,0,8,5,2,27.53,29.27,6.39,14.02
13854747,M,59,N West,C,26/08/1993,3000,North,Silver,0,6,5,6,33.73,30.48,26.4,8.24
13855905,F,50,Midlands,D,01/02/1990,800,Midlands,Silver,0,6,9,4,17.43,11.93,2.23,15.77
